feedback_id,order_id,customer_id,rating,feedback_date,satisfaction_category,comments
306,367,185,5,2024-01-26,Very Positive,Seamless delivery experience and fantastic performance so far.
307,368,463,5,2024-03-12,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
308,369,1476,4,2024-02-28,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
309,370,1305,5,2024-01-09,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
310,371,157,5,2024-01-26,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
311,372,1076,5,2024-03-24,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
312,373,1497,4,2024-01-14,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
313,375,1245,3,2024-02-20,Neutral,Vehicle is solid. Transit took the full promised duration.
314,376,729,4,2024-02-12,Positive,Seamless delivery experience and fantastic performance so far.
315,377,595,5,2024-03-28,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
316,379,133,4,2024-03-20,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
317,380,1346,5,2024-02-26,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
318,381,601,3,2024-02-08,Neutral,Average delivery experience. Vehicle meets expectations.
319,382,113,3,2024-02-28,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
320,383,1535,5,2024-04-01,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
321,384,1150,5,2024-01-26,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
322,385,1563,4,2024-01-24,Positive,Seamless delivery experience and fantastic performance so far.
323,386,873,5,2024-01-06,Very Positive,Seamless delivery experience and fantastic performance so far.
324,387,306,5,2024-02-10,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
325,388,798,2,2024-03-07,Negative,Delayed transit by several days with vague tracking updates.
326,389,769,4,2024-01-14,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
327,390,295,4,2024-03-27,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
328,391,1563,4,2024-01-26,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
329,392,1233,4,2024-01-26,Positive,Arrived earlier than promised! Driver was courteous and professional.
330,394,161,5,2024-01-28,Very Positive,Seamless delivery experience and fantastic performance so far.
331,395,1368,1,2024-02-08,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
332,396,420,4,2024-03-01,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
333,397,331,5,2024-01-10,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
334,398,1007,5,2024-02-21,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
335,399,921,4,2024-02-29,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
336,401,458,5,2024-02-02,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
337,402,357,5,2024-03-13,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
338,403,1120,5,2024-03-25,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
339,404,1226,5,2024-03-02,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
340,405,1118,5,2024-02-21,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
341,406,1345,5,2024-02-03,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
342,407,308,3,2024-03-11,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
343,408,1396,4,2024-03-31,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
344,409,680,4,2024-02-24,Positive,Arrived earlier than promised! Driver was courteous and professional.
345,412,990,5,2024-02-19,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
346,413,458,3,2024-04-05,Neutral,"Decent service overall, communication could be slightly clearer."
347,414,1549,4,2024-01-08,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
348,416,181,4,2024-02-01,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
349,417,650,2,2024-03-20,Negative,Delayed transit by several days with vague tracking updates.
350,419,1571,4,2024-03-18,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
351,420,612,4,2024-03-18,Positive,Arrived earlier than promised! Driver was courteous and professional.
352,423,650,4,2024-01-21,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
353,424,1202,5,2024-03-25,Very Positive,Seamless delivery experience and fantastic performance so far.
354,427,851,5,2024-01-21,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
355,428,371,5,2024-04-02,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
356,429,1589,4,2024-01-19,Positive,Seamless delivery experience and fantastic performance so far.
357,430,441,5,2024-01-18,Very Positive,Seamless delivery experience and fantastic performance so far.
358,433,1010,5,2024-03-08,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
359,434,1237,5,2024-02-02,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
360,436,1,5,2024-01-22,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
361,437,1401,4,2024-03-23,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
362,438,139,5,2024-02-02,Very Positive,Seamless delivery experience and fantastic performance so far.
363,439,1596,5,2024-03-30,Very Positive,Seamless delivery experience and fantastic performance so far.
364,440,1181,,2024-01-07,Unrated,
365,442,873,5,2024-01-22,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
366,443,691,5,2024-02-02,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
367,445,1435,5,2024-01-24,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
368,446,1590,5,2024-03-12,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
369,447,267,5,2024-02-17,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
370,448,1142,5,2024-01-25,Very Positive,Seamless delivery experience and fantastic performance so far.
371,449,1088,5,2024-01-23,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
372,450,831,5,2024-01-22,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
373,452,227,3,2024-03-09,Neutral,"Decent service overall, communication could be slightly clearer."
374,454,950,3,2024-02-17,Neutral,"Decent service overall, communication could be slightly clearer."
375,455,565,5,2024-02-23,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
376,456,304,4,2024-03-27,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
377,457,305,3,2024-03-01,Neutral,"Decent service overall, communication could be slightly clearer."
378,459,1114,5,2024-02-10,Very Positive,Seamless delivery experience and fantastic performance so far.
379,460,266,5,2024-01-14,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
380,461,500,5,2024-04-02,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
381,463,1181,3,2024-01-11,Neutral,Average delivery experience. Vehicle meets expectations.
382,464,1354,4,2024-01-16,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
383,465,46,4,2024-01-21,Positive,Arrived earlier than promised! Driver was courteous and professional.
384,466,730,,2024-03-17,Unrated,
385,467,1274,5,2024-01-11,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
386,468,1024,5,2024-01-31,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
387,469,1078,5,2024-02-10,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
388,470,1416,5,2024-04-04,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
389,471,1438,4,2024-03-30,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
390,474,233,5,2024-03-26,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
391,475,232,3,2024-02-06,Neutral,"Decent service overall, communication could be slightly clearer."
392,476,90,4,2024-02-01,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
393,478,1531,5,2024-03-10,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
394,479,215,4,2024-03-02,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
395,480,1126,4,2024-02-27,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
396,481,1392,,2024-01-20,Unrated,
397,482,1240,5,2024-03-06,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
398,483,1228,5,2024-02-08,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
399,484,562,5,2024-02-25,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
400,485,746,3,2024-02-18,Neutral,Vehicle is solid. Transit took the full promised duration.
401,486,60,4,2024-03-10,Positive,Arrived earlier than promised! Driver was courteous and professional.
402,487,223,3,2024-04-08,Neutral,Vehicle is solid. Transit took the full promised duration.
403,488,980,,2024-02-15,Unrated,
404,490,812,5,2024-03-16,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
405,491,1472,5,2024-02-09,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
406,492,981,5,2024-02-07,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
407,493,508,5,2024-03-14,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
408,495,1101,4,2024-03-08,Positive,Seamless delivery experience and fantastic performance so far.
409,496,1314,5,2024-03-30,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
410,497,793,5,2024-01-15,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
411,498,547,4,2024-03-15,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
412,499,138,4,2024-02-13,Positive,Arrived earlier than promised! Driver was courteous and professional.
413,500,923,4,2024-04-04,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
414,501,872,5,2024-03-29,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
415,502,1,5,2024-04-04,Very Positive,Seamless delivery experience and fantastic performance so far.
416,504,1059,5,2024-01-31,Very Positive,Seamless delivery experience and fantastic performance so far.
417,505,34,4,2024-01-09,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
418,506,606,5,2024-01-09,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
419,507,18,5,2024-03-07,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
420,508,1521,5,2024-02-01,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
421,509,613,5,2024-01-16,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
422,510,962,5,2024-02-09,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
423,511,327,5,2024-03-20,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
